Three, त्रय, तीन,,,,,,Khushi,esign
Three hundred,तीन सौ,,,,,,,Khushi,esign
three o clock,तीन बजे,,,,,,,Khushi,esign
Told,वर्णन करना, निर्देश देना,कहना,सूचना देना, बोलना,,,Khushi,esign
Travel, यात्रा, सफ़र , दौरा , भ्रमण करना, दूरी,,,Khushi,esign
Twenty, बीस,,,,,,,Khushi,esign
Two, दो, दुक्की,,,,,,Khushi,esign
Two hundred, दो सौ,,,,,,,Khushi,esign
two o clock,दो बजे,,,,,,,Khushi,esign
U, यू , उच्चवर्गीय,,,,,,Khushi,esign
V, पंचम, वोल्ट,वी,,,,,Khushi,esign
Various, कई प्रकार का, अनेक, न्यारा, भिन्न, विविध,,,Khushi,esign
W, डब्ल्यू, वाट ,,,,,,Khushi,esign
Want,कामना, चाहना, इच्छा करना, आवश्यकता होना, माँग ,,,Khushi,esign
What,कितना,कैसा,कौन,क्या,,,,Khushi,esign
When,कब,जब,उस समय,जब तक,,,,Khushi,esign
Which,जो,कौन सा,,,,,,Khushi,esign
Down,नीचे,उदास,उतरना,लीलना,ज़मीन पर गिरा देना,दुखी,,Khushi,esign
Work,मेहनत,परिश्रम,कृति,काम,कर्म ,,,Khushi,esign
X,दस,पत्र के अंत में चुम्बन का चिन्ह,,,,,,Khushi,esign
Y,वाई,,,,,,,Khushi,esign
Yeah,हाँ,,,,,,,Khushi,esign
Yes,सही,हाज़िर हूँ,हूं,वाकई,,,,Khushi,esign
You,तुम,तुम्हें,आप लोग,,,,,Khushi,esign
You fill in wipe-off,पोंछ देना,,,,,,,Khushi,esign
Yourselves,स्वयं,ख़ुद,,,,,,Khushi,esign
Z,ज़ेड,,,,,,,Khushi,esign
Jealous,ईर्षापूर्ण,नास्तिकता न सहने वाला,ईष्यालु,उद्विग्न,संदेही,सावधान,,Khushi,esign
All day,दिन भर,पूरे दिन,,,,,,Khushi,esign
Break-in,ताला तोड़ कर घुसना,घुस पड़ना,,,,,,Khushi,esign
Yours,आपका,तुम्हारा,,,,,,Khushi,esign
We,हम,हम सब,,,,,,Khushi,esign
Will,भविष्य सूचक,,,,,,,Khushi,esign
Council,पञ्चायत,परिषद,महासभा,विचारसभा,,,,Khushi,esign
Sorry,निराश,नीच,शर्मिन्दा,,,,,Khushi,esign
Technical,उद्योग-प्रधान,औद्योगिक,कानूनी,,,,,Khushi,esign
Crash,अचानक गिरावट,दुर्घटना,गिरने और टूटने ,,,,,Khushi,esign
Cannot,नहीं कर सकते,,,,,,,Khushi,esign
Again,दोबारा,परत,पुन:,फिर,,,,Khushi,esign
Them,इन्हें,उनकी,उन्हें,इनको,,,,Khushi,esign
Repeat,पुनः प्रसारण,पुनरुक्ति,आवृत्ति करना,दुबारा मत देना,,,,Khushi,esign
Please,सुखद,कृपया,,,,,,Khushi,esign
Feel,स्पर्श ज्ञान,संवेदना,स्पर्श,,,,,Khushi,esign
Wipe - off,पोंछ डालना,,,,,,,Khushi,esign
Sit and Meet,तर्क-वितर्क करना,विचार-विमर्श करना,वादानुवाद करना,,,,,Khushi,esign
Phone me,,,,,,,,Khushi,esign
Phone you,,,,,,,,Khushi,esign
Wide,घेर,पूरा खुला हुआ,वाइड,,,,,Khushi,esign
Can ,नितम्ब,पीपा,, सकता, बाल्टी,,,Khushi,esign
Pretend,दावा,,,,,,,Khushi,esign
Inform us,पूर्व सूचना देना,,,,,,,Khushi,esign
Where,कहां,किधर,जहां,,,,,Khushi,esign
Put on left,,,,,,,,Khushi,esign
Us,हम को,यू एस,हमें,,,,,Khushi,esign
Email,ई-मेल,,,,,,,Khushi,esign
Write send,,,,,,,,Khushi,esign
Example,उदाहरण देना,आदर्श,,,,,,Khushi,esign
Minicom,टाइपराइटर,,,,,,,Khushi,esign
Library,पुस्तकालय,वाचनालय,किताबघर,,,,,Khushi,esign
Video,टेलिविजन,टेलिविजन से संबंधित,,,,,,Khushi,esign
Relate,बतलाना,बताना,मिलाना,सुनाना,,,,Khushi,esign
Issues,मामले,,,,,,,Khushi,esign
Visit,मुआइना, सैर , देखभाल, मुलाक़ात,घुमने जाना,,,Khushi,esign
Good,कल्याण,कुशल,,,,,,Khushi,esign
Electricity,बिजली,विद्युत,विद्युत शक्ति,,,,,Khushi,esign
Brighton,ब्रिटन,,,,,,,Khushi,esign
Expensive,क़ीमती,बहुमूल्य,महंगा,,,,,Khushi,esign
January,जनवरी,,,,,,,Khushi,esign
February,फरवरी ,,,,,,,Khushi,esign
March,मार्च,रास्ता,चली हुई दूरी,सीमा,,,,Khushi,esign
April,अप्रेल,,,,,,,Khushi,esign
May ,मी,सकना,अंग्रेजी साल का पांचवा महीना,,,,,Khushi,esign
June,जून,,,,,,,Khushi,esign
Forgive,ऋण मुक्त कर देना,,,,,,,Khushi,esign
Come over,पड़ना,प्रभाव डालना,,,,,,Khushi,esign
Wee Wee,मूत्र,मूत,पेशाब,,,,,Khushi,esign
Stubborn,अड़ियल,जिद्दी,सख्त,,,,,Khushi,esign
meet ,आमने सामने आना,,,,,,,Khushi,esign
Well,कटघरा,लाभ,,,,,,Khushi,esign
Time, वक्त,समय ,अवधि,बेला,,,,Khushi,esign
Thumb up, शाबाशी,,,,,,,Khushi,esign
separate,अलग-अलग करना,अकेला, जुदा,,,,,Khushi,esign
difficult, कठिन, मुश्किल, जटिल,,,,,Khushi,esign
very very difficult,,,,,,,,Khushi,esign
C-X, कॉक्स,,,,,,,Khushi,esign
one to one, प्रत्येक के लिए अलग अलग,,,,,,,Khushi,esign
Place, जगह , स्थान, स्थिति , क्षेत्र,,,,Khushi,esign
Bear with it ,,,,,,,,Khushi,esign
Welcome, अभिनंदन, नमस्ते, आदर, सत्कार,स्वागत,,,Khushi,esign
Congratulations, बधाई,,,,,,,Khushi,esign
ask question, कुछ, कोई बात,,,,,,Khushi,esign
none, कोई नहीं, इनकार,,,,,,Khushi,esign
Just a moment,,,,,,,,Khushi,esign
Letter, अक्षर, पत्र ,चिट्ठी, खत,,,,Khushi,esign
National,नागरिक,राष्ट्रीय,अपने देशवासी,,,,,Khushi,esign
Now, यह समय, अब, अभी,,,,,Khushi,esign
There , पर, वहां, उधर,,,,,Khushi,esign
Agree, राज़ी होना, एकमत होना, मान लेना,,,,,Khushi,esign
Date, तारीख, तिथि, मिति, दिनांक,,,,Khushi,esign
Meeting, बैठक, भेंट, मिलन, मुलाकात ,बात,,,Khushi,esign
go-with-you,,,,,,,,Khushi,esign
available, उपलब्ध,प्राप्त,मौजूद,,,,,Khushi,esign
paranoid, व्यामोहाभ पीड़ित, संविभ्रम रोगी,,,,,,Khushi,esign
change mind,,,,,,,,Khushi,esign
pay, मेहनताना,वेतन , कमाई,तनख्वाह,,,,Khushi,esign
pay - me,,,,,,,,Khushi,esign
name, कुल, शीर्षक, ख़ानदान ,,,,,Khushi,esign
talk, वाद , वार्ता, चर्चा, बात,,,,Khushi,esign
Try, कोशिश , प्रयास , जांचना,,,,,Khushi,esign
More, अधिक मात्रा में, ज़्यादा,बहुत, और,,,,Khushi,esign
change back, फिर से बनना,,,,,,,Khushi,esign
Keep,देख रेख, रहना, रखना, कैद,,,,Khushi,esign
dept, विभाग,,,,,,,Khushi,esign
West,पच्छिम,,,,,,,Khushi,esign
Me, मुझको,,,,,,,Khushi,esign
Live, सजीव,जीवंत,जिन्दा, रहना,,,,Khushi,esign
Poor you,,,,,,,,Khushi,esign
Wrong,गलती ,अन्याय,अत्याचार,असत्य,,,,Khushi,esign
Hold on, जिन्दा रहना, पकड़ना, सँभालना,,,,,Khushi,esign
Pound, बहाना, पाउंड, बाड़ा ,,,,,Khushi,esign
discuss, विवाद करना, तर्क करना, विचार करना,चर्चा करना,,,,Khushi,esign
number, संक्या, गिनती, अंक,,,,,Khushi,esign
Family, परिवार, ख़ानदान,कुल,वंश ,,,,Khushi,esign
or, या, अथवा,एवं,,,,,Khushi,esign
This,इस, यह,,,,,,Khushi,esign
together, साथ ही साथ, इकट्ठा,मिलजुल कर,मिल कर,,,,Khushi,esign
Monday, सोमवार,,,,,,,Khushi,esign
Tuesday, मंगलवार ,,,,,,,Khushi,esign
Thursday, गुरुवार, बृहस्पतिवार,,,,,,Khushi,esign
Friday, शुक्रवार,,,,,,,Khushi,esign
Sunday, इतवार, रविवार ,,,,,,Khushi,esign
appointment, राज़ी होना, सहमत होना, मान लेना,,,,,Khushi,esign
list, सूचि,क्रम,सूचीपत्र,,,,,Khushi,esign
ix- down,,,,,,,,Khushi,esign
write down , लिखना, कम होना,,,,,,Khushi,esign
w,डब्ल्यू, वाट,,,,,,Khushi,esign
differences, विरोध, विवाद, असमानता, मतभेद,भिन्नता , झगड़ा,,Khushi,esign
been, भूत, गया, जाना,,,,,Khushi,esign
j,जे ,,,,,,,Khushi,esign
fill-in, भरना,पूरा करना,,,,,,Khushi,esign
information , खबर,समाचार,ज्ञान,जानकारी,,,,Khushi,esign
open doors, खुला द्वार,,,,,,,Khushi,esign
Language," बोली, भाषा,  जबान, ",,,,,,,Khushi,esign
link,सम्पर्क,,,,,,,Khushi,esign
have," पास होना,  पाना,  होना",,,,,,,Khushi,esign
how ,"कैसे,  किस तरह",,,,,,,Khushi,esign
cant ,"कुभाषा,  गंवार",,,,,,,Khushi,esign
RESTING_POSITION,,,,,,,,Khushi,esign
why,"क्यों, किसलिए",,,,,,,Khushi,esign
please yourself," रिझाना, ",,,,,,,Khushi,esign
exchange," अदला बदल,  लेन-देन",,,,,,,Khushi,esign
services,"कर्तव्य,  सेवाएँ",,,,,,,Khushi,esign
in,अन्दर,,,,,,,Khushi,esign
attend,ध्यान देना,,,,,,,Khushi,esign
no, नहीं,,,,,,,Khushi,esign
ix front," आगे, सामने",,,,,,,Khushi,esign
show," प्रदर्शनी,  तमाशा, दर्शाना",,,,,,,Khushi,esign
send-me,,,,,,,,Khushi,esign
give-me,,,,,,,,Khushi,esign
ix -left,,,,,,,,Khushi,esign
Free," निःशुल्क,  मुक्त,  मुफ्त",,,,,,,Khushi,esign
how many, कितने,,,,,,,Khushi,esign
anything, कुछ भी,,,,,,,Khushi,esign
fingerspell, वर्तनी,,,,,,,Khushi,esign
computer, कंप्यूटर,,,,,,,Khushi,esign
check, जाँच,बिल,,,,,,Khushi,esign
detail, विस्तार,,,,,,,Khushi,esign
money, धन,पैसा,,,,,,Khushi,esign
cost, कितना,,,,,,,Khushi,esign
contact(point hand),,,,,,,,Khushi,esign
put-on-letter,,,,,,,,Khushi,esign
cancel,काटना  ,रद्ध करना,,,,,,Khushi,esign
give-form,,,,,,,,Khushi,esign
print, छपाई,छपाना,,,,,,Khushi,esign
form,रुप,आकार,अवस्था,,,,,Khushi,esign
get,लाना,मिलना,,,,,,Khushi,esign
reception, स्वागत समारोह,,,,,,,Khushi,esign
building,भवन,,,,,,,Khushi,esign
floor, जमीन,मंज़िल,फर्श,,,,,Khushi,esign
internet, भूजाल,इंटरनेट,,,,,,Khushi,esign
access, पहुँच,,,,,,,Khushi,esign
up, उपर,,,,,,,Khushi,esign
walk across,,,,,,,,Khushi,esign
desk, मेज,,,,,,,Khushi,esign
out, निकला हुआ,बाहर,,,,,,Khushi,esign
turn left,,,,,,,,Khushi,esign
twelve clock,,,,,,,,Khushi,esign
screen,,,,,,,,Khushi,esign
Roughly,,,,,,,,Khushi,esign
associate,,,,,,,,Khushi,esign
Responsible,,,,,,,,Khushi,esign
how much, ,,,,,,,Khushi,esign
spelling, ,,,,,,,Khushi,esign
throw,,,,,,,,Khushi,esign
enter,,,,,,,,Khushi,esign
ask anything, ,,,,,,,Khushi,esign
Don't have,,,,,,,,Khushi,esign
Tap,,,,,,,,Khushi,esign
पढ़ना,,,,,,,,Khushi,esign
eat,,,,,,,,Khushi,esign
about,,,,,,,,Khushi,hamnosys list
above,,,,,,,,Khushi,hamnosys list
absorb,,,,,,,,Khushi,hamnosys list
accept,,,,,,,,Khushi,hamnosys list
accident,,,,,,,,Khushi,hamnosys list
accuse,,,,,,,,Khushi,hamnosys list
achakan,,,,,,,,Khushi,hamnosys list
across,,,,,,,,Khushi,hamnosys list
act,,,,,,,,Khushi,hamnosys list
actor,,,,,,,,Khushi,hamnosys list
actress,,,,,,,,Khushi,hamnosys list
add,,,,,,,,Khushi,hamnosys list
advise,,,,,,,,Khushi,hamnosys list
afraid,,,,,,,,Khushi,hamnosys list
africa,,,,,,,,Khushi,hamnosys list
after,,,,,,,,Khushi,hamnosys list
afternoon,,,,,,,,Khushi,hamnosys list
again,,,,,,,,Khushi,hamnosys list
agree,,,,,,,,Khushi,hamnosys list
aeroplane,,,,,,,,Khushi,hamnosys list
airport,,,,,,,,Khushi,hamnosys list
all,,,,,,,,Khushi,hamnosys list
allah,,,,,,,,Khushi,hamnosys list
allow,,,,,,,,Khushi,hamnosys list
almirah,,,,,,,,Khushi,hamnosys list
always,,,,,,,,Khushi,hamnosys list
ambulance,,,,,,,,Khushi,hamnosys list
america,,,,,,,,Khushi,hamnosys list
among,,,,,,,,Khushi,hamnosys list
andhra pradesh,,,,,,,Sign Not Available,Khushi,hamnosys list
angel,,,,,,,,Khushi,hamnosys list
announce,,,,,,,,Khushi,hamnosys list
antartica,,,,,,,,Khushi,hamnosys list
appear,,,,,,,,Khushi,hamnosys list
apple,,,,,,,,Khushi,hamnosys list
area,,,,,,,Sign Not Available,Khushi,hamnosys list
argue,,,,,,,,Khushi,hamnosys list
around,,,,,,,,Khushi,hamnosys list
arrange,,,,,,,Sign Not Available,Khushi,hamnosys list
art,,,,,,,,Khushi,hamnosys list
assam,,,,,,,,Khushi,hamnosys list
at,,,,,,,,Khushi,hamnosys list
audiologist,,,,,,,,Khushi,hamnosys list
auditorium,,,,,,,,Khushi,hamnosys list
auto rickshaw,,,,,,,,Khushi,hamnosys list
avoid,,,,,,,,Khushi,hamnosys list
axe,,,,,,,,Khushi,hamnosys list
badminton,,,,,,,,Khushi,hamnosys list
bag,,,,,,,,Khushi,hamnosys list
bake,,,,,,,,Khushi,hamnosys list
ball ,,,,,,,,Khushi,hamnosys list
ballon,,,,,,,,Khushi,hamnosys list
bandage,,,,,,,,Khushi,hamnosys list
bangali,,,,,,,,Khushi,hamnosys list
barber,,,,,,,,Khushi,hamnosys list
basketball,,,,,,,,Khushi,hamnosys list
bat,,,,,,,,Khushi,hamnosys list
bath,,,,,,,,Khushi,hamnosys list
beat,,,,,,,,Khushi,hamnosys list
become,,,,,,,,Khushi,hamnosys list
before,,,,,,,,Khushi,hamnosys list
begin,,,,,,,,Khushi,hamnosys list
behind,,,,,,,,Khushi,hamnosys list
bell,,,,,,,,Khushi,hamnosys list
below,,,,,,,,Khushi,hamnosys list
bench,,,,,,,,Khushi,hamnosys list
bend,,,,,,,,Khushi,hamnosys list
berth,,,,,,,Sign Not Available,Khushi,hamnosys list
between,,,,,,,,Khushi,hamnosys list
bhangra,,,,,,,,Khushi,hamnosys list
bhagat,,,,,,,,Khushi,hamnosys list
bible,,,,,,,,Khushi,hamnosys list
big,,,,,,,,Khushi,hamnosys list
bihar,,,,,,,,Khushi,hamnosys list
black board,,,,,,,Sign Not Available,Khushi,hamnosys list
blow,,,,,,,,Khushi,hamnosys list
boat,,,,,,,,Khushi,hamnosys list
body,,,,,,,,Khushi,hamnosys list
bogies,,,,,,,,Khushi,hamnosys list
boil,,,,,,,,Khushi,hamnosys list
book,,,,,,,,Khushi,hamnosys list
borrow,,,,,,,,Khushi,hamnosys list
boxing,,,,,,,,Khushi,hamnosys list
break,,,,,,,,Khushi,hamnosys list
brick,,,,,,,,Khushi,hamnosys list
bridge,,,,,,,,Khushi,hamnosys list
bring,,,,,,,,Khushi,hamnosys list
broom,,,,,,,,Khushi,hamnosys list
brush,,,,,,,,Khushi,hamnosys list
buddha,,,,,,,,Khushi,hamnosys list
bulb,,,,,,,,Khushi,hamnosys list
budh poornima,,,,,,,Sign Not Available,Khushi,hamnosys list
build,,,,,,,,Khushi,hamnosys list
building,,,,,,,,Khushi,hamnosys list
bullock cart,,,,,,,Sign Not Available,Khushi,hamnosys list
burger,,,,,,,,Khushi,hamnosys list
bus,,,,,,,,Khushi,hamnosys list
bus conductor,,,,,,,,Khushi,hamnosys list
business,,,,,,,,Khushi,hamnosys list
bus stand,,,,,,,,Khushi,hamnosys list
busy,,,,,,,,Khushi,hamnosys list
button,,,,,,,,Khushi,hamnosys list
buy,,,,,,,,Khushi,hamnosys list
cabbage,,,,,,,,Khushi,hamnosys list
calculator,,,,,,,,Khushi,hamnosys list
calm-down,,,,,,,,Khushi,hamnosys list
call,,,,,,,,Khushi,hamnosys list
can,,,,,,,,Khushi,hamnosys list
car,,,,,,,,Khushi,hamnosys list
carpenter,,,,,,,,Khushi,hamnosys list
carrom,,,,,,,,Khushi,hamnosys list
carrot,,,,,,,,Khushi,hamnosys list
carry,,,,,,,,Khushi,hamnosys list
catch,,,,,,,,Khushi,hamnosys list
catch-2,,,,,,,,Khushi,hamnosys list
cement,,,,,,,,Khushi,hamnosys list
center,,,,,,,,Khushi,hamnosys list
centimeter,,,,,,,,Khushi,hamnosys list
certificate,,,,,,,,Khushi,hamnosys list
chalk,,,,,,,,Khushi,hamnosys list
chase,,,,,,,,Khushi,hamnosys list
chair,,,,,,,,Khushi,hamnosys list
chemistry,,,,,,,,Khushi,hamnosys list
cheque,,,,,,,,Khushi,hamnosys list
chess,,,,,,,,Khushi,hamnosys list
chilly,,,,,,,,Khushi,hamnosys list
christian,,,,,,,,Khushi,hamnosys list
christmas,,,,,,,,Khushi,hamnosys list
church,,,,,,,,Khushi,hamnosys list
cinema,,,,,,,,Khushi,hamnosys list
circus,,,,,,,,Khushi,hamnosys list
clap,,,,,,,,Khushi,hamnosys list
classroom,,,,,,,,Khushi,hamnosys list
clerk,,,,,,,,Khushi,hamnosys list
climb,,,,,,,,Khushi,hamnosys list
climbdown,,,,,,,,Khushi,hamnosys list
climbup,,,,,,,,Khushi,hamnosys list
clinic,,,,,,,,Khushi,hamnosys list
close,,,,,,,,Khushi,hamnosys list
clown,,,,,,,,Khushi,hamnosys list
cloud,,,,,,,,Khushi,hamnosys list
cobbler,,,,,,,,Khushi,hamnosys list
coin,,,,,,,,Khushi,hamnosys list
collect,,,,,,,,Khushi,hamnosys list
college,,,,,,,,Khushi,hamnosys list
come,,,,,,,,Khushi,hamnosys list
communicate,,,,,,,,Khushi,hamnosys list
compare,,,,,,,,Khushi,hamnosys list
compass,,,,,,,,Khushi,hamnosys list
complain,,,,,,,,Khushi,hamnosys list
confuse,,,,,,,,Khushi,hamnosys list
continue,,,,,,,,Khushi,hamnosys list
control,,,,,,,,Khushi,hamnosys list
cook,,,,,,,,Khushi,hamnosys list
coolie,,,,,,,,Khushi,hamnosys list
copy,,,,,,,,Khushi,hamnosys list
count,,,,,,,,Khushi,hamnosys list
cover,,,,,,,,Khushi,hamnosys list
cricket,,,,,,,,Khushi,hamnosys list
criticize,,,,,,,,Khushi,hamnosys list
cry,,,,,,,,Khushi,hamnosys list
cucumber,,,,,,,,Khushi,hamnosys list
cup,,,,,,,,Khushi,hamnosys list
cauliflower,,,,,,,,Khushi,hamnosys list
cut,,,,,,,,Khushi,hamnosys list
cycle,,,,,,,,Khushi,hamnosys list
education,,,,,,,,Khushi,hamnosys list
educational terms,,,,,,,,Khushi,hamnosys list
eid,,,,,,,,Khushi,hamnosys list
electrician,,,,,,,,Khushi,hamnosys list
embroidry,,,,,,,,Khushi,hamnosys list
encourage,,,,,,,,Khushi,hamnosys list
engine,,,,,,,,Khushi,hamnosys list
engineer,,,,,,,,Khushi,hamnosys list
enjoy,,,,,,,,Khushi,hamnosys list
equator,,,,,,,,Khushi,hamnosys list
eraser,,,,,,,Sign not available,Khushi,hamnosys list
escape,,,,,,,,Khushi,hamnosys list
essay,,,,,,,,Khushi,hamnosys list
evening,,,,,,,,Khushi,hamnosys list
examination,,,,,,,,Khushi,hamnosys list
examine,,,,,,,,Khushi,hamnosys list
exchange,,,,,,,,Khushi,hamnosys list
experience,,,,,,,,Khushi,hamnosys list
eyelash,,,,,,,,Khushi,hamnosys list
fail/loser,,,,,,,sign not available,Khushi,hamnosys list
fall,,,,,,,,Khushi,hamnosys list
far,,,,,,,,Khushi,hamnosys list
farmer,,,,,,,,Khushi,hamnosys list
fat,,,,,,,,Khushi,hamnosys list
factory,,,,,,,,Khushi,hamnosys list
feed,,,,,,,sign not available,Khushi,hamnosys list
feel,,,,,,,,Khushi,hamnosys list
ice,,,,,,,,Khushi,hamnosys list
ignore,,,,,,,,Khushi,hamnosys list
improve,,,,,,,,Khushi,hamnosys list
in,,,,,,,,Khushi,hamnosys list
inagurate,,,,,,,,Khushi,hamnosys list
inch,,,,,,,,Khushi,hamnosys list
increase,,,,,,,,Khushi,hamnosys list
india,,,,,,,,Khushi,hamnosys list
union territories,,,,,,,,Khushi,hamnosys list
information,,,,,,,,Khushi,hamnosys list
in front of,,,,,,,,Khushi,hamnosys list
injection,,,,,,,,Khushi,hamnosys list
interfere,,,,,,,,Khushi,hamnosys list
intelligent,,,,,,,,Khushi,hamnosys list
